Src Port,Dst Port,Bwd IAT Mean,Idle Max,Fwd IAT Min,Idle Min,Flow Byts/s,Flow IAT Std,vpn
57309,53,0.0,0.0,0.0,0.0,599520.3836930456,0.0,0
5112,53,0.0,0.0,0.0,0.0,2309.5297797368453,0.0,1
27613,53,0.0,0.0,0.0,0.0,1857.1812286558456,0.0,1
17500,17500,0.0,30135050.0,30122853.0,30122853.0,4.602557590359297,6244.545806808797,0
60834,53,0.0,0.0,0.0,0.0,576652.6019690576,0.0,1
10174,53,0.0,0.0,0.0,0.0,1379.1799002261855,0.0,1
60099,5355,0.0,0.0,422711.0,0.0,104.0900284118464,0.0,0
62622,5355,0.0,0.0,410420.0,0.0,107.20725110862044,0.0,0
56909,40011,135589.0,0.0,270206.0,0.0,642.9287993304672,148130.4505285797,1
55323,53,0.0,0.0,0.0,0.0,986945.1697127938,0.0,0
65106,5355,0.0,0.0,420542.0,0.0,104.62688625630732,0.0,0
10362,53,0.0,0.0,0.0,0.0,628140.7035175879,0.0,0
16441,53,0.0,0.0,0.0,0.0,1451.6604822307447,0.0,1
51782,5355,0.0,0.0,409819.0,0.0,107.36447065655813,0.0,0
40273,40010,0.0,0.0,0.0,0.0,4357.471082237364,0.0,1
54282,5355,0.0,0.0,412335.0,0.0,106.70935040682942,0.0,0
52887,6101,0.0,0.0,458.0,0.0,0.0,0.0,0
58544,5355,0.0,0.0,420901.0,0.0,104.53764661998902,0.0,0
58430,80,45071878.0,45066312.0,45055968.0,45033667.0,0.0,24662944.66992818,0
58629,5355,0.0,0.0,436728.0,0.0,100.74920774486635,0.0,0
18638,53,0.0,0.0,0.0,0.0,529715.7622739018,0.0,1
47550,80,0.0,0.0,0.0,0.0,0.0,0.0,1
38741,53,0.0,0.0,0.0,0.0,542968.75,0.0,1
24521,53,0.0,0.0,0.0,0.0,180030.25718608173,0.0,1
56726,5355,0.0,0.0,411658.0,0.0,106.8848413003027,0.0,1
59915,5355,0.0,0.0,419806.0,0.0,104.81031714649149,0.0,0
0,0,0.0,63351089.0,1143.0,51147198.0,0.0,33425109.58372875,0
32463,53,0.0,0.0,0.0,0.0,567867.0360110804,0.0,1
58126,5355,0.0,0.0,410674.0,0.0,107.14094391171587,0.0,0
5353,5353,0.0,9917059.0,1000579.0,5269543.0,17.35461219593166,2831302.461885517,0
31531,53,0.0,0.0,0.0,0.0,1978.104945262363,0.0,1
137,137,0.0,65137658.0,1262.0,65137658.0,11.147960850535343,16698069.90800814,0
52173,5355,0.0,0.0,411214.0,0.0,107.00024804602957,0.0,0
64629,5355,0.0,0.0,411226.0,0.0,106.99712566812408,0.0,0
40273,40002,0.0,0.0,0.0,0.0,605.3811659192826,0.0,1
63282,5355,0.0,0.0,410117.0,0.0,107.2864572792642,0.0,0
58531,5355,0.0,0.0,410245.0,0.0,107.25298297358894,0.0,0
31420,53,0.0,0.0,0.0,0.0,558583.10626703,0.0,1
8225,53,0.0,0.0,0.0,0.0,6300.5620101313025,0.0,0
137,137,0.0,0.0,741402.0,0.0,100.57232356932518,6123.5447250755005,0
31393,53,0.0,0.0,0.0,0.0,536649.214659686,0.0,1
60534,5355,0.0,0.0,411199.0,0.0,107.00415127468695,0.0,0
13414,53,0.0,0.0,0.0,0.0,309585.4922279793,0.0,1
47126,443,0.0,0.0,35895654.0,0.0,0.0,25332434.190408785,0
52666,5355,0.0,0.0,414871.0,0.0,106.05706352094988,0.0,0
50298,5355,0.0,0.0,426878.0,0.0,103.07394618602974,0.0,0
29938,13000,139972.81818181818,0.0,4.0,0.0,4741.710003461546,156645.72952775168,1
49624,40273,20515.375242907143,0.0,31.0,0.0,9778.923423948998,40171.42972063766,0
38509,53,0.0,0.0,0.0,0.0,1339.2720482444056,0.0,1
9976,53,0.0,0.0,0.0,0.0,472895.0403690888,0.0,1
37245,53,0.0,0.0,0.0,0.0,1448.399789323667,0.0,1
57743,5355,0.0,0.0,410275.0,0.0,107.24514045457316,0.0,0
58946,5355,0.0,0.0,417809.0,0.0,157.9669178978911,0.0,0
56771,5355,0.0,0.0,422020.0,0.0,104.26046158949812,0.0,0
54881,443,196013.33333333328,5393161.0,13.0,5393161.0,86.83694277029676,1680615.219279763,1
35121,53,0.0,0.0,0.0,0.0,6484.9182985622265,0.0,0
60922,5355,0.0,0.0,410692.0,0.0,107.13624808859194,0.0,0
49780,5355,0.0,0.0,411388.0,0.0,106.9549913949848,0.0,0
443,61802,987648.9411764706,0.0,1.0,0.0,602.4644806429183,989921.0588816504,0
60018,5355,0.0,0.0,413423.0,0.0,106.42852477970509,0.0,0
11349,80,13922.249999999998,0.0,1275.0,0.0,22828.797974909718,24819.272026084127,0
49806,5355,0.0,0.0,420300.0,0.0,104.6871282417321,0.0,0
10244,123,0.0,19996340.0,19995299.0,19995299.0,2.800569285721555,474.2517264069789,0
35188,53,0.0,0.0,0.0,0.0,283125.70781426947,0.0,1
64732,5355,0.0,0.0,410260.0,0.0,107.24906157071123,0.0,0
28994,53,0.0,0.0,0.0,0.0,541611.6248348745,0.0,1
44990,53,0.0,0.0,0.0,0.0,270855.9046587216,0.0,1
6774,53,0.0,0.0,0.0,0.0,572082.3798627002,0.0,0
62303,5355,0.0,0.0,420787.0,0.0,104.56596805509676,0.0,0
59923,5355,0.0,0.0,410424.0,0.0,107.20620626474087,0.0,0
26691,53,0.0,0.0,0.0,0.0,309219.8581560284,0.0,1
6411,53,0.0,0.0,0.0,0.0,666666.6666666665,0.0,1
60022,5355,0.0,0.0,414887.0,0.0,106.0529734602434,0.0,0
25406,53,0.0,0.0,0.0,0.0,1519.262954357116,0.0,1
43160,53,0.0,0.0,0.0,0.0,792452.8301886794,0.0,0
49802,5355,0.0,0.0,409098.0,0.0,107.55369129157316,0.0,0
56687,443,0.0,0.0,0.0,0.0,0.0,0.0,0
64795,5355,0.0,0.0,411257.0,0.0,106.98906036857731,0.0,0
38664,443,0.0,0.0,0.0,0.0,0.0,0.0,1
15685,40034,0.0,0.0,0.0,0.0,1630.354231510301,0.0,0
64613,5355,0.0,0.0,411326.0,0.0,106.97111293718365,0.0,0
51248,465,0.0,0.0,83.0,0.0,1916.4193867457968,11320.779566796626,0
17500,17500,0.0,30127484.0,30087101.0,30087101.0,5.047686356429222,22335.90649604354,0
443,34054,0.0,0.0,20.0,0.0,0.0,0.0,1
40273,40031,0.0,0.0,0.0,0.0,19792.295365148082,0.0,1
137,137,0.0,65137999.0,1614.0,65137999.0,11.147845584780798,16698150.566978745,0
30158,53,0.0,0.0,0.0,0.0,527670.5276705277,0.0,1
10771,465,0.0,0.0,122.0,0.0,11610.486891385772,1715.4410511585645,0
12711,53,0.0,0.0,0.0,0.0,323442.1364985163,0.0,1
1534,1534,0.0,15069730.0,15047310.0,15047310.0,0.6070820676304599,6927.496177242932,0
57868,5355,0.0,0.0,409982.0,0.0,107.32178485884748,0.0,0
27489,53,0.0,0.0,0.0,0.0,124555.16014234874,0.0,1
43473,53,0.0,0.0,0.0,0.0,251688.1522406384,0.0,0
33843,80,0.0,0.0,45659.0,0.0,0.0,0.0,1
49821,5355,0.0,0.0,411459.0,0.0,106.9365355964993,0.0,0
49414,5355,0.0,0.0,422514.0,0.0,104.1385610891,0.0,0
54889,443,0.0,0.0,0.0,0.0,0.0,0.0,0
58536,5355,0.0,0.0,416989.0,0.0,105.5183709882035,0.0,0
443,55349,9.0,0.0,6.0,0.0,1433962.2641509434,11.058933040759404,0
42903,60830,57043.8,0.0,1012.0,0.0,29.650358670803985,2871190.9320401615,1
28709,53,0.0,0.0,0.0,0.0,1415.296524840476,0.0,1
22677,135,499845.5,0.0,499647.0,0.0,0.0,273718.91701433423,0
43493,80,0.0,0.0,367522.0,0.0,0.0,0.0,1
10808,53,0.0,0.0,0.0,0.0,1352.4165752175454,0.0,1
44526,53,0.0,0.0,0.0,0.0,291036.0884749709,0.0,1
58497,5355,0.0,0.0,420393.0,0.0,104.66396919073344,0.0,0
51563,443,0.0,0.0,15.0,0.0,207650.27322404366,237.58787847867995,0
59969,3478,93089.0,0.0,398.0,0.0,944.702255476635,46511.045872936935,0
40273,40008,0.0,0.0,0.0,0.0,214.72548322993973,0.0,1
10146,53,0.0,0.0,0.0,0.0,2266.047950502707,0.0,1
38169,53,0.0,0.0,0.0,0.0,297263.68159203976,0.0,1
48402,53,0.0,0.0,0.0,0.0,533930.8578745199,0.0,1
0,0,0.0,78219036.0,14.0,78219036.0,0.0,45159771.67539855,0
443,48911,1516401.1830985919,16547405.0,221.0,5997427.0,118.97861112773546,2156988.8086056714,1
443,56399,0.0,0.0,0.0,0.0,0.0,0.0,0
37866,53,0.0,0.0,0.0,0.0,277161.8625277162,0.0,1
57134,5355,0.0,0.0,411586.0,0.0,106.90353899306585,0.0,0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
60086,53,0.0,0.0,0.0,0.0,921.9928216273172,0.0,1
50673,443,24925084.33333333,45040910.0,215178.0,14529811.0,23.10000770000257,18372633.344934504,1
33633,53,0.0,0.0,0.0,0.0,472350.23041474656,0.0,1
65459,5355,0.0,0.0,419725.0,0.0,104.83054380844601,0.0,0
1900,1900,0.0,0.0,999602.0,0.0,140.98738162934416,689.4291116568837,0
57763,5355,0.0,0.0,411115.0,0.0,107.02601461878064,0.0,0
47785,443,412243.0824742269,17366491.0,8.0,5271398.0,529.0182163797931,1512969.5892215513,0
32566,443,0.0,0.0,523.0,0.0,0.0,0.0,0
1371,39212,0.0,0.0,25.0,0.0,0.0,0.0,1
49163,443,0.0,0.0,0.0,0.0,0.0,0.0,0
16479,53,0.0,0.0,0.0,0.0,539603.9603960396,0.0,0
137,137,0.0,82425880.0,749473.0,31179370.0,3.809899139016133,29339685.913166635,0
60320,53,0.0,0.0,0.0,0.0,1448.5456446802743,0.0,1
0,0,0.0,46856096.0,11.0,46856096.0,0.0,27052365.78237161,0
48023,443,527139.606557377,58422407.0,5.0,58422407.0,1305.0541701697814,4057528.247692387,0
0,0,0.0,20999954.0,15.0,5759721.0,0.0,7916236.184122227,0
18392,53,0.0,0.0,0.0,0.0,6043.010752688173,0.0,0
137,137,0.0,64828476.0,1083.0,64828476.0,11.181732448425937,16616635.113851786,0
56772,443,5545671.454545454,58897684.0,32.0,58897684.0,36.84427749769425,12263359.055706045,0
15444,53,0.0,0.0,0.0,0.0,286415.71194762684,0.0,1
48395,53,0.0,0.0,0.0,0.0,350217.0767004341,0.0,1
57268,5355,0.0,0.0,410536.0,0.0,107.17695890250792,0.0,0
47763,80,19697.716080402017,0.0,26.0,0.0,63913.071032661865,49880.743731372975,1
34761,443,1137938.111111111,0.0,141.0,0.0,681.7091247996368,2355751.7826606105,0
40273,40014,0.0,0.0,0.0,0.0,641.2136140597813,0.0,1
46414,53,0.0,0.0,0.0,0.0,1514.3784974449923,0.0,1
50251,5355,0.0,0.0,424900.0,0.0,103.55377735937869,0.0,0
14326,53,0.0,0.0,0.0,0.0,1407.8501725622068,0.0,1
34009,443,10022262.0,45030821.0,53.0,44999486.0,13.033859573196962,13242601.338744216,0
55078,53,0.0,0.0,0.0,0.0,332874.8280605227,0.0,1
17500,17500,0.0,30248940.0,30233323.0,30233323.0,5.070786023313115,8978.331637893534,0
47726,443,0.0,0.0,36.0,0.0,236923.0769230769,178.89801564019658,0
14170,53,0.0,0.0,0.0,0.0,250357.6537911302,0.0,1
80,38630,0.0,0.0,0.0,0.0,0.0,0.0,1
50714,5355,0.0,0.0,413122.0,0.0,106.50606842530779,0.0,0
57976,443,11343481.25,45075807.0,97.0,44997318.0,22.186764201060065,15361682.842009544,1
35589,53,0.0,0.0,0.0,0.0,2049.5971211765627,0.0,1
4513,50616,0.0,0.0,227.0,0.0,57195.57195571956,62.22539674441618,0
42188,53,0.0,0.0,0.0,0.0,1995.3414884433082,0.0,1
34476,53,0.0,0.0,0.0,0.0,667574.931880109,0.0,0
59105,5355,0.0,0.0,410924.0,0.0,107.07576096796488,0.0,0
8444,53,0.0,0.0,0.0,0.0,2170.807879467708,0.0,1
17280,53,0.0,0.0,0.0,0.0,177845.52845528454,0.0,1
55630,5355,0.0,0.0,411080.0,0.0,107.0351269825825,0.0,0
49894,42322,627437.6896551722,0.0,784.0,0.0,172.2164121696842,596996.4848225893,0
61881,5355,0.0,0.0,410999.0,0.0,107.05622154798431,0.0,0
55232,443,7308140.5,14616257.0,0.0,14616257.0,4.302861628370857,8431445.620369084,0
51659,5355,0.0,0.0,419427.0,0.0,104.90502518912709,0.0,0
14140,53,0.0,0.0,0.0,0.0,688705.2341597796,0.0,0
60263,5355,0.0,0.0,415388.0,0.0,105.92506283282135,0.0,0
21412,53,0.0,0.0,0.0,0.0,112759.64391691395,0.0,0
56859,5355,0.0,0.0,410671.0,0.0,107.14172658892393,0.0,0
0,0,45457748.0,45457676.0,45457706.0,45457676.0,0.0,26244972.03047946,0
14047,53,0.0,0.0,0.0,0.0,260804.76900149032,0.0,1
16987,53,0.0,0.0,0.0,0.0,744047.619047619,0.0,0
40273,40017,0.0,0.0,0.0,0.0,836.5976278156983,0.0,1
54964,5355,0.0,0.0,430206.0,0.0,102.27658377614443,0.0,0
54089,5355,0.0,0.0,409387.0,0.0,107.47776553725448,0.0,0
38108,1841,83358.77777777777,0.0,114.0,0.0,5816.847466133524,100718.35470669447,1
58415,5355,0.0,0.0,418576.0,0.0,105.11830587515767,0.0,0
47374,53,0.0,0.0,0.0,0.0,493975.9036144578,0.0,1
53495,5355,0.0,0.0,421243.0,0.0,104.4527742894244,0.0,0
37390,53,0.0,0.0,0.0,0.0,243002.54452926212,0.0,1
51328,443,26205437.25,45030478.0,14735237.0,14709627.0,0.6008742147563548,20345990.648020774,0
137,137,0.0,0.0,742920.0,0.0,100.46932571016742,5057.9348058273745,0
41347,443,6815475.5,13630908.0,0.0,13630908.0,4.548896084006992,7807466.832437287,1
0,0,0.0,23500081.0,12.0,9354931.0,0.0,9752243.42903532,0
61009,39379,64022493.0,63970410.0,64021739.0,63970410.0,12.235886287538767,36903480.9625777,0
56209,5355,0.0,0.0,410704.0,0.0,107.13311776851455,0.0,0
41723,80,0.0,0.0,0.0,0.0,0.0,0.0,0
42120,12350,128448.0,0.0,129276.0,0.0,77.35387852346915,73921.50905521342,0
64846,443,28940.0,0.0,25125.0,0.0,27590.218768828043,17329.92895734621,0
60044,5228,45056046.0,45018025.0,45055939.0,45017979.0,0.0,24636552.9684963,0
36211,53,0.0,0.0,0.0,0.0,1967.7566799141625,0.0,1
55125,5355,0.0,0.0,426667.0,0.0,103.12491943365669,0.0,0
27181,53,0.0,0.0,0.0,0.0,2123.2758213931834,0.0,0
465,37876,0.0,0.0,1867.0,0.0,0.0,0.0,1
54685,443,43.5,109620586.0,36.0,109620586.0,13.774766242901034,41432677.63233607,1
28116,53,0.0,0.0,0.0,0.0,515075.3768844221,0.0,1
60044,5228,45055793.0,45017669.0,45056002.0,45017669.0,0.0,25968892.08088401,0
53857,5355,0.0,0.0,412172.0,0.0,106.7515503236513,0.0,0
60270,53,0.0,0.0,0.0,0.0,966.0034572755313,0.0,1
19159,53,0.0,0.0,0.0,0.0,366568.9149560117,0.0,1
58781,80,45213229.5,44997662.0,45211992.0,44996151.0,0.0,24527423.76916609,1
56554,443,45056043.5,45030941.0,45056002.0,45030938.0,0.0,24650718.625692256,0
13673,53,0.0,0.0,0.0,0.0,465517.2413793103,0.0,1
0,0,46187277.0,46187261.0,46187298.0,46187261.0,0.0,26666212.27170144,0
53881,5355,0.0,0.0,412103.0,0.0,106.76942414881715,0.0,0
47243,53,0.0,0.0,0.0,0.0,1881.0064709271905,0.0,0
13733,53,0.0,0.0,0.0,0.0,621082.621082621,0.0,0
59636,53,0.0,0.0,0.0,0.0,1822.7970142283616,0.0,1
0,0,0.0,59980137.0,59980104.0,59980104.0,0.0,23.33452377915607,0
51193,5355,0.0,0.0,411179.0,0.0,107.00935602255952,0.0,0
21676,53,0.0,0.0,0.0,0.0,1857.5514518435614,0.0,1
49624,40273,199060.12353923204,9658616.0,1.0,6696155.0,2427.896415082352,734550.6930773094,0
49622,5355,0.0,0.0,411045.0,0.0,107.04424089819851,0.0,0
5353,5353,0.0,9916988.0,999991.0,5269513.0,17.354733435522807,2831927.8576799333,0
57828,5355,0.0,0.0,411297.0,0.0,106.9786553269292,0.0,1
49879,53,0.0,0.0,0.0,0.0,632911.3924050633,0.0,0
64523,5355,0.0,0.0,411692.0,0.0,106.87601410763386,0.0,1
36676,443,8665.92857142857,0.0,63.0,0.0,33921.55069946054,15904.22892449548,0
137,137,0.0,38451225.0,10880.0,5793361.0,13.702324884425002,10047860.549275417,0
50154,5355,0.0,0.0,409917.0,0.0,107.33880273323624,0.0,0
60951,5355,0.0,0.0,413025.0,0.0,106.53108165365292,0.0,1
28471,53,0.0,0.0,0.0,0.0,255568.5814771395,0.0,1
13000,61105,0.0,0.0,730.0,0.0,0.0,0.0,1
61009,32575,23313110.4,63827665.0,1994916.0,10994329.0,20.14752252417208,20919158.057425905,0
55052,5355,0.0,0.0,418094.0,0.0,105.23949159758331,0.0,1
61009,58959,0.0,0.0,0.0,0.0,1971.4055760031104,0.0,0
2297,53,0.0,0.0,0.0,0.0,666666.6666666667,0.0,0
42741,443,283965.07455012866,24076585.0,1.0,13386626.0,1515.0261376412163,1581253.7777465838,1
40594,4070,1263851.978723404,60050697.0,9.0,10491860.0,939.300795454553,7332212.06445503,0
22594,53,0.0,0.0,0.0,0.0,1765.5616604754307,0.0,1
43441,443,22225.0,0.0,87.0,0.0,49378.948332163454,12630.162417799702,0
56629,443,155458.66666666663,0.0,355.0,0.0,34.637106786544145,6532854.7781088725,1
63517,5355,0.0,0.0,410542.0,0.0,107.17539252987514,0.0,0
4538,13000,13858.833333333336,0.0,4.0,0.0,82034.14700276716,23285.43909602892,0
52675,443,0.0,0.0,0.0,0.0,0.0,0.0,0
5353,5353,0.0,34794841.0,498890.0,8001613.0,29.27447369501054,9131278.05433121,0
54415,123,0.0,0.0,0.0,0.0,468.4663582596475,0.0,1
60044,5228,45055990.5,45018058.0,45055943.0,45017751.0,0.0,24636463.59875629,0
37201,443,3277871.611111112,58820953.0,3.0,58820953.0,141.59472421920157,10086645.404142424,1
39419,53,0.0,0.0,0.0,0.0,1405.0536850726196,0.0,1
3212,53,0.0,0.0,0.0,0.0,461130.74204947,0.0,1
443,35338,44.5,0.0,44.0,0.0,24539.87730061349,5733.049511385717,1
80,31680,0.0,0.0,0.0,0.0,0.0,0.0,0
38862,53,0.0,0.0,0.0,0.0,1952.5759567242312,0.0,1
55384,53,0.0,0.0,0.0,0.0,625882.3529411765,0.0,0
53075,11666,20007.884608971104,0.0,12255.0,0.0,8299.40260071454,7101.884718550817,1
49399,5355,0.0,0.0,411656.0,0.0,106.88536059233923,0.0,0
60744,5355,0.0,0.0,100138.0,0.0,439.3936367812418,0.0,0
41831,80,0.0,0.0,0.0,0.0,0.0,0.0,0
37649,80,0.0,0.0,4210340.0,0.0,0.0,0.0,1
49228,5355,0.0,0.0,410081.0,0.0,107.29587569285091,0.0,0
42641,80,0.0,0.0,8483381.0,0.0,0.0,0.0,1
14435,53,0.0,0.0,0.0,0.0,1922.6535554414031,0.0,1
52124,53,0.0,0.0,0.0,0.0,1992.2037381271718,0.0,1
16866,53,0.0,0.0,0.0,0.0,2149.1231424616253,0.0,1
65101,5355,0.0,0.0,411181.0,0.0,107.00883552498777,0.0,0
8868,53,0.0,0.0,0.0,0.0,529661.0169491526,0.0,0
23072,53,0.0,0.0,0.0,0.0,539229.6718972896,0.0,1
18420,34575,2364251.363636364,65675624.0,70.0,65675624.0,8.25418617652728,8013855.564244713,1
32513,53,0.0,0.0,0.0,0.0,1640.8363931320166,0.0,0
64842,443,560430.2122641512,28908340.0,5.0,7633229.0,1049.2055723106178,1890405.225925889,0
0,0,0.0,96415802.0,96415802.0,96415802.0,0.0,0.0,0
25163,53,0.0,0.0,0.0,0.0,250917.99265605875,0.0,0
59145,80,0.0,0.0,3677275.0,0.0,0.0,0.0,1
50118,443,7335594.5,14671163.0,0.0,14671163.0,4.2867961914197386,8463155.653933486,0
52009,443,24593307.666666664,73442596.0,48.0,73442596.0,39.23612915717931,25936115.417583205,1
59888,53,0.0,0.0,0.0,0.0,575035.0631136046,0.0,1
55740,53,0.0,0.0,0.0,0.0,1886.6803339572748,0.0,1
49256,5355,0.0,0.0,423519.0,0.0,103.89144288685983,0.0,0
48572,53,0.0,0.0,0.0,0.0,9324.853450422108,0.0,0
59149,5355,0.0,0.0,411685.0,0.0,106.87783135164021,0.0,0
26892,53,0.0,0.0,0.0,0.0,803858.5209003214,0.0,0
9042,53,0.0,0.0,0.0,0.0,291715.28588098014,0.0,1
42322,2333,0.0,0.0,1.0,0.0,0.0,0.0,0
12445,53,0.0,0.0,0.0,0.0,1942.611403573812,0.0,1
36378,443,0.0,0.0,28.0,0.0,106442.57703081232,465.2762620207483,1
62112,53,0.0,0.0,0.0,0.0,616842.1052631579,0.0,0
17500,17500,0.0,30141528.0,30127935.0,30127935.0,4.557559431349327,7369.453326626972,0
61009,32575,6886052.937499999,9991415.0,223.0,5002350.0,64.14311486763127,3500227.463089905,0
49539,59533,0.0,0.0,192382.0,0.0,22.275389688053853,1502433.2643436282,1
7078,53,0.0,0.0,0.0,0.0,296583.850931677,0.0,1
49549,53,0.0,0.0,0.0,0.0,1722.2885286519315,0.0,0
5353,5353,0.0,38908942.0,1001001.0,21910801.0,3.732446860866568,16567973.23628462,0
58287,80,5925.88262744102,0.0,2.0,0.0,655408.1129048049,76386.26691301189,0
63293,53,0.0,0.0,0.0,0.0,614250.6142506142,0.0,0
40591,53,0.0,0.0,0.0,0.0,277161.8625277162,0.0,1
27722,53,0.0,0.0,0.0,0.0,286356.8215892054,0.0,1
61673,5355,0.0,0.0,427024.0,0.0,103.03870508449171,0.0,0
4698,53,0.0,0.0,0.0,0.0,557544.7570332481,0.0,0
43234,53,0.0,0.0,0.0,0.0,966981.1320754716,0.0,0
5353,5353,0.0,12345784.0,362038.0,7011612.0,11.030651456119445,4505402.335508127,0
31785,443,30003814.5,29949983.0,29939242.0,29939242.0,2.467726102611286,15975956.987061735,0
43381,53,0.0,0.0,0.0,0.0,320924.2618741977,0.0,1
63296,53,0.0,0.0,0.0,0.0,2491.6835170569434,0.0,1
38762,53,0.0,0.0,0.0,0.0,2113.2952079821257,0.0,1
37781,55595,0.0,7280373.0,1039862.0,7280373.0,33.56511032650724,3177492.6323304567,1
51936,443,52722.33333333334,0.0,29.0,0.0,1357.7291258174362,38384.838273073394,0
52007,5355,0.0,0.0,435254.0,0.0,101.09039779071531,0.0,0
41096,80,45047170.0,45025813.0,45056074.0,45025813.0,0.0,25980764.80437613,0
51939,443,3908537.9333333336,57920490.0,4.0,57920490.0,84.61923971587338,10397942.322846852,1
33368,53,0.0,0.0,0.0,0.0,360230.54755043227,0.0,1
11789,53,0.0,0.0,0.0,0.0,1951.1177968752324,0.0,1
23672,53,0.0,0.0,0.0,0.0,287218.0451127819,0.0,1
38287,53,0.0,0.0,0.0,0.0,847533.6322869954,0.0,0
64657,5355,0.0,0.0,410924.0,0.0,107.07576096796488,0.0,0
31602,53,0.0,0.0,0.0,0.0,1867.2440349908447,0.0,1
35146,50005,79032.0,0.0,80750.0,0.0,2355.0191345304684,45991.084889718935,0
53062,5355,0.0,0.0,420106.0,0.0,104.73547152385349,0.0,0
55156,5355,0.0,0.0,420294.0,0.0,104.68862272599657,0.0,0
27406,53,0.0,0.0,0.0,0.0,1399.4514150453024,0.0,1
62633,53,0.0,0.0,0.0,0.0,1944.965262920404,0.0,1
14184,53,0.0,0.0,0.0,0.0,1282.405700946062,0.0,1
8589,53,0.0,0.0,0.0,0.0,352941.17647058825,0.0,0
17500,17500,0.0,30125757.0,30114383.0,30114383.0,4.603520980889922,6486.630429840545,0
49641,5355,0.0,0.0,422616.0,0.0,104.11342684612036,0.0,0
60624,5355,0.0,0.0,412861.0,0.0,106.57339879523614,0.0,1
43557,80,45060477.0,45034759.0,45056003.0,45034759.0,0.0,25987273.56615023,0
40273,40029,0.0,0.0,0.0,0.0,656.7326418768965,0.0,1
35346,443,6805.249999999999,0.0,61.0,0.0,61912.62744204591,9483.81259287125,1
45881,53,0.0,0.0,0.0,0.0,448398.5765124555,0.0,1
