Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,class
17,100397,4,3,2674.0,1957.0,1350.0,40.0,668.5,602.9651731236223,1350.0,32.0,652.3333333333334,662.3943940986617,46126.876301084696,69.72319890036555,16732.833333333336,12429.219531678835,26910.0,102.0,100397.0,33465.66666666667,35889.42633051319,71436.0,102.0,47356.0,23678.0,5361.283614956404,27469.0,19887.0,0,0,0,0,32,24,39.84182794306603,29.88137095729952,32.0,1350.0,747.625,583.5083393944401,340481.98214285716,0,0,0,0,0,0,0,0,0.0,854.4285714285713,668.5,652.3333333333334,0,0,0,0,0,0,4,2674,3,1957,-1,-1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,6912149,9,0,450.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,65.10276326508587,1.3020552653017172,864018.625,269687.1747471967,1529144.0,750062.0,6912149.0,864018.625,269687.1747471967,1529144.0,750062.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,0,1.3020552653017172,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,55.55555555555557,50.0,0.0,0,0,0,0,0,0,9,450,0,0,-1,-1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,729,1,1,33.0,345.0,33.0,33.0,33.0,0.0,345.0,345.0,345.0,0.0,518518.5185185186,2743.4842249657063,729.0,0.0,729.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1371.7421124828531,1371.7421124828531,33.0,345.0,137.0,180.1332839871632,32448.0,0,0,0,0,0,0,0,0,1.0,205.5,33.0,345.0,0,0,0,0,0,0,1,33,1,345,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,14749104,13,13,5139.0,4191.0,1302.0,0.0,395.3076923076923,509.794956267613,2592.0,0.0,322.38461538461536,733.150341387715,632.5807994844972,1.7628189481883099,589964.16,2126709.673532757,10009334.0,13.0,4739770.0,394980.83333333343,1176336.4307828262,4125414.0,59.0,14703831.0,1225319.25,3009191.9086049763,10009380.0,21.0,0,0,0,0,424,424,0.8814094740941549,0.8814094740941549,0.0,2592.0,345.5555555555557,611.6613777455963,374129.64102564094,0,0,0,1,0,0,0,0,1.0,358.84615384615387,395.3076923076923,322.38461538461536,0,0,0,0,0,0,13,5139,13,4191,29200,56,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,413284,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,106.46431993496,4.839287269770908,413284.0,0.0,413284.0,413284.0,413284.0,413284.0,0.0,413284.0,413284.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.839287269770908,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,9988720,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300338782146261,4994360.0,7062934.6696682675,9988609.0,111.0,0.0,0.0,0.0,0.0,0.0,9988609.0,9988609.0,0.0,9988609.0,9988609.0,0,0,0,0,20,40,0.10011292738208698,0.200225854764174,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,12199,16384,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,369,1,1,37.0,213.0,37.0,37.0,37.0,0.0,213.0,213.0,213.0,0.0,677506.7750677506,5420.054200542005,369.0,0.0,369.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2710.0271002710024,2710.0271002710024,37.0,213.0,95.66666666666666,101.61364737737414,10325.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,37.0,213.0,0,0,0,0,0,0,1,37,1,213,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,311,1,1,37.0,213.0,37.0,37.0,37.0,0.0,213.0,213.0,213.0,0.0,803858.5209003214,6430.868167202572,311.0,0.0,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3215.434083601286,3215.434083601286,37.0,213.0,95.66666666666666,101.61364737737414,10325.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,37.0,213.0,0,0,0,0,0,0,1,37,1,213,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.0588235294,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,58823.52941176471,58823.52941176471,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,235,237,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,371,1,1,37.0,213.0,37.0,37.0,37.0,0.0,213.0,213.0,213.0,0.0,673854.4474393531,5390.8355795148245,371.0,0.0,371.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2695.4177897574123,2695.4177897574123,37.0,213.0,95.66666666666666,101.61364737737414,10325.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,37.0,213.0,0,0,0,0,0,0,1,37,1,213,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,178647,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.195262165051751,178647.0,0.0,178647.0,178647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5.597631082525876,5.597631082525876,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,355,131,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,415740,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,105.83537788040606,4.810698994563911,415740.0,0.0,415740.0,415740.0,415740.0,415740.0,0.0,415740.0,415740.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.810698994563911,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
17,410552,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,107.1727820105614,4.871490091389156,410552.0,0.0,410552.0,410552.0,410552.0,410552.0,0.0,410552.0,410552.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.871490091389156,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
17,121158,1,1,34.0,84.0,34.0,34.0,34.0,0.0,84.0,84.0,84.0,0.0,973.9348619158452,16.507370540946535,121158.0,0.0,121158.0,121158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8.253685270473268,8.253685270473268,34.0,84.0,50.66666666666667,28.867513459481287,833.3333333333335,0,0,0,0,0,0,0,0,1.0,76.0,34.0,84.0,0,0,0,0,0,0,1,34,1,84,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,3247680,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158242191348902,3247680.0,0.0,3247680.0,3247680.0,3247680.0,3247680.0,0.0,3247680.0,3247680.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.6158242191348902,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1444,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,724,1,1,42.0,149.0,42.0,42.0,42.0,0.0,149.0,149.0,149.0,0.0,263812.15469613264,2762.430939226519,724.0,0.0,724.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1381.2154696132595,1381.2154696132595,42.0,149.0,77.66666666666666,61.776478803289955,3816.333333333333,0,0,0,0,0,0,0,0,1.0,116.5,42.0,149.0,0,0,0,0,0,0,1,42,1,149,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,410307,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,107.23677636501448,4.874398925682477,410307.0,0.0,410307.0,410307.0,410307.0,410307.0,0.0,410307.0,410307.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.874398925682477,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,420944,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,104.52696795773308,4.751225816260597,420944.0,0.0,420944.0,420944.0,420944.0,420944.0,0.0,420944.0,420944.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.751225816260597,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,334,1,1,37.0,213.0,37.0,37.0,37.0,0.0,213.0,213.0,213.0,0.0,748502.9940119759,5988.023952095808,334.0,0.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2994.011976047904,2994.011976047904,37.0,213.0,95.66666666666666,101.61364737737414,10325.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,37.0,213.0,0,0,0,0,0,0,1,37,1,213,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,2954055,18,21,1062.0,4495.0,391.0,0.0,59.0,97.125146680183,1308.0,0.0,214.047619047619,412.3877394140709,1881.1430389752395,13.202191563799591,77738.28947368421,180719.9229125238,1088396.0,9.0,2821155.0,165950.29411764705,294552.76529909816,1234874.0,31.0,2822280.0,141114.0,235948.66726628665,1088396.0,27.0,0,0,0,0,584,680,6.093319183292119,7.1088723805074725,0.0,1308.0,138.925,312.7395399878226,97806.01987179488,0,0,0,1,0,0,0,0,1.0,142.48717948717947,59.0,214.047619047619,0,0,0,0,0,0,18,1062,21,4495,29200,350,10,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
17,410644,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,107.1487711984103,4.870398690836832,410644.0,0.0,410644.0,410644.0,410644.0,410644.0,0.0,410644.0,410644.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.870398690836832,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6,25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,25.0,0.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
17,125440,1,1,37.0,213.0,37.0,37.0,37.0,0.0,213.0,213.0,213.0,0.0,1992.9846938775504,15.943877551020408,125440.0,0.0,125440.0,125440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.971938775510204,7.971938775510204,37.0,213.0,95.66666666666666,101.61364737737414,10325.333333333332,0,0,0,0,0,0,0,0,1.0,143.5,37.0,213.0,0,0,0,0,0,0,1,37,1,213,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,11933,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.40367049358932,5966.5,8012.2269376247705,11632.0,301.0,11933.0,5966.5,8012.2269376247705,11632.0,301.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,251.40367049358932,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,350,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6,278231,6,4,196.0,180.0,152.0,0.0,32.66666666666667,61.0529824551321,104.0,0.0,45.0,53.2040098739434,1351.3950638138813,35.94135808015642,30914.555555555562,38481.15188670653,80056.0,7.0,278231.0,55646.2,52860.084489149274,118288.0,352.0,158887.0,52962.33333333334,45857.199929055125,79441.0,11.0,0,0,0,0,200,136,21.564814848093853,14.376543232062565,0.0,152.0,34.18181818181818,53.646655407058105,2877.9636363636364,0,0,0,1,0,0,0,0,0.0,37.6,32.666666666666664,45.0,0,0,0,0,0,0,6,196,4,180,29200,29,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,420742,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,104.5771517937358,4.753506899715265,420742.0,0.0,420742.0,420742.0,420742.0,420742.0,0.0,420742.0,420742.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.753506899715265,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
17,737,1,1,33.0,185.0,33.0,33.0,33.0,0.0,185.0,185.0,185.0,0.0,295793.7584803257,2713.7042062415194,737.0,0.0,737.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1356.8521031207595,1356.8521031207595,33.0,185.0,83.66666666666666,87.75724091682311,7701.333333333332,0,0,0,0,0,0,0,0,1.0,125.5,33.0,185.0,0,0,0,0,0,0,1,33,1,185,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,915,1,1,33.0,345.0,33.0,33.0,33.0,0.0,345.0,345.0,345.0,0.0,413114.7540983607,2185.792349726776,915.0,0.0,915.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1092.896174863388,1092.896174863388,33.0,345.0,137.0,180.1332839871632,32448.0,0,0,0,0,0,0,0,0,1.0,205.5,33.0,345.0,0,0,0,0,0,0,1,33,1,345,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,418110,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,105.23546435148646,4.783430197794839,418110.0,0.0,418110.0,418110.0,418110.0,418110.0,0.0,418110.0,418110.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.783430197794839,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0,98999223,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040435751702818,32999741.0,3670.9414323848864,33003280.0,32995951.0,98999223.0,32999741.0,3670.9414323848864,33003280.0,32995951.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.04040435751702818,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,32999741.0,3670.9414323848864,33003280.0,32995951.0,1
17,410636,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,107.15085866801742,4.870493575818974,410636.0,0.0,410636.0,410636.0,410636.0,410636.0,0.0,410636.0,410636.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.870493575818974,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,114581,1,1,139.0,21.0,139.0,139.0,139.0,0.0,21.0,21.0,21.0,0.0,1396.3920719840112,17.45490089980014,114581.0,0.0,114581.0,114581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8.72745044990007,8.72745044990007,21.0,139.0,99.66666666666666,68.12733176437584,4641.333333333334,0,0,0,0,0,0,0,0,1.0,149.5,139.0,21.0,0,0,0,0,0,0,1,139,1,21,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,757,1,1,33.0,345.0,33.0,33.0,33.0,0.0,345.0,345.0,345.0,0.0,499339.49801849405,2642.007926023778,757.0,0.0,757.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1321.003963011889,1321.003963011889,33.0,345.0,137.0,180.1332839871632,32448.0,0,0,0,0,0,0,0,0,1.0,205.5,33.0,345.0,0,0,0,0,0,0,1,33,1,345,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
