Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,tor
6,3379,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.8366380585973,1689.5,2332.7452711344204,3339.0,40.0,3379.0,1689.5,2332.7452711344204,3339.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,887.8366380585973,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,119704422,4796,2778,5474850.0,779757.0,1460.0,0.0,1141.5450375312766,577.1989938242436,10220.0,0.0,280.6900647948163,720.2959195995668,52250.425635905085,63.27251636535199,15806.737356397736,119697.54369625945,4013689.0,-1.0,119704422.0,24964.425860271167,150289.88681335893,4013938.0,1.0,119662473.0,43090.55563557797,195680.39898187708,4013689.0,3.0,1,0,0,0,95920,55560,40.065353642491175,23.207162722860808,0.0,10220.0,825.7623762376221,757.1472199198291,573271.912632326,0,1,0,0,1,0,0,0,0.0,825.8714021653025,1141.545037531276,280.6900647948164,0,0,0,0,0,0,4796,5474850,2778,779757,16384,19947,3885,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,84646873,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22446192430522507,4702604.055555555,5134733.62311932,10240500.0,105.0,84646873.0,9405208.111111112,2504425.559244696,10240619.0,2726740.0,81920138.0,10240017.25,341.59029343850517,10240634.0,10239454.0,0,0,0,0,200,180,0.11813785489748688,0.1063240694077382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,9,0,328,16384,0,20,144.25,42.19597137168428,238.0,105.0,10239872.375,331.1188554410869,10240500.0,10239325.0,0
6,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,162653,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.296115042452335,162653.0,0.0,162653.0,162653.0,162653.0,162653.0,0.0,162653.0,162653.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,12.296115042452335,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,29,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,1068965.5172413792,68965.51724137929,29.0,0.0,29.0,29.0,29.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,68965.51724137929,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,1309,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,66144497,25,23,583.0,506.0,46.0,0.0,23.32,23.055585006674644,46.0,0.0,22.0,23.49468024894146,16.46395466579782,0.7256839522114742,1407329.7234042557,2575161.168341539,6828877.0,4.0,66144497.0,2756020.708333333,3063377.540933316,6828877.0,22.0,66143896.0,3006540.727272728,3080734.4958578614,6829051.0,4381.0,1,0,0,0,500,460,0.3779603917768095,0.34772356043466474,0.0,46.0,23.16326530612244,23.028376461422106,530.3061224489796,0,1,0,0,1,0,0,0,0.0,23.64583333333333,23.32,22.0,0,0,0,0,0,0,25,583,23,506,1185,16384,12,20,6173.818181818182,1413.9426309565615,8890.0,4592.0,6006899.181818183,349633.1232185587,6828877.0,5267983.0,0
6,444,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,69819.81981981982,4504.5045045045035,444.0,0.0,444.0,444.0,444.0,444.0,0.0,444.0,444.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4504.5045045045035,0.0,0.0,31.0,10.333333333333334,17.8978583448784,320.33333333333337,0,0,0,0,1,0,0,0,0.0,15.5,15.5,0.0,0,0,0,0,0,0,2,31,0,0,16384,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,2247,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.113484646195,1123.5,1342.7957774732538,2073.0,174.0,2247.0,1123.5,1342.7957774732538,2073.0,174.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1335.113484646195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,117033471,15,18,980.0,4381.0,334.0,0.0,65.33333333333333,98.30685680682754,1418.0,0.0,243.38888888888889,448.83498066581336,45.80740837806989,0.2819706167648399,3657295.96875,14378686.815018635,58688896.0,11.0,117033471.0,8359533.642857144,21229220.63582818,58688896.0,49.0,117030843.0,6884167.235294118,19424061.496059306,58733043.0,14.0,0,0,0,0,320,368,0.1281684621658363,0.15380215459900354,0.0,1418.0,157.67647058823533,341.3434883007842,116515.37700534762,0,0,0,1,0,0,0,0,1.0,162.45454545454547,65.33333333333333,243.38888888888889,0,0,0,0,0,0,15,980,18,4381,29200,16384,8,20,46636.5,2351.1300474452705,48299.0,44974.0,58468248.0,312043.39411049866,58688896.0,58247600.0,0
6,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.18181818182,11.0,0.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,181818.18181818182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,112660292,7,5,169.0,92.0,46.0,0.0,24.142857142857146,23.197906309468042,46.0,0.0,18.4,25.19523764523764,2.316699125899656,0.10651490234021407,10241844.727272727,22796870.43375212,58579937.0,4.0,112660292.0,18776715.333333336,29104749.90117656,58579937.0,64.0,112659792.0,28164948.0,32572543.23533979,58623658.0,2675.0,1,0,0,0,140,100,0.06213369303179154,0.04438120930842253,0.0,46.0,23.615384615384606,23.106775563091393,533.923076923077,0,1,0,0,1,0,0,0,0.0,25.58333333333333,24.142857142857146,18.4,0,0,0,0,0,0,7,169,5,92,254,16384,3,20,25093.5,31563.125391823927,47412.0,2775.0,56304831.5,3217485.053929622,58579937.0,54029726.0,0
6,733982,4,4,448.0,1611.0,448.0,0.0,112.0,224.00000000000003,1250.0,0.0,402.75,589.9126347745628,2805.245905212935,10.899449850268807,104854.57142857145,180475.85677301095,414308.0,37.0,732278.0,244092.66666666672,216594.89944209985,414481.0,345.0,416592.0,138864.0,238542.25339130173,414308.0,543.0,0,0,0,0,100,88,5.449724925134404,5.449724925134404,0.0,1250.0,228.77777777777766,421.6739788562302,177808.9444444445,0,0,0,1,0,0,0,0,1.0,257.375,112.0,402.75,0,0,0,0,0,0,4,448,4,1611,29200,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,365,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5479.452054794521,365.0,0.0,365.0,365.0,365.0,365.0,0.0,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,5479.452054794521,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,116716660,196,142,93659.0,114132.0,2085.0,0.0,477.8520408163264,625.7458675982817,4380.0,0.0,803.7464788732398,1147.835294957084,1780.302829090551,2.8959019217993385,346340.23738872405,1143900.8838705549,7071798.0,2.0,116716635.0,598546.8461538458,1454852.1364222544,7072011.0,2.0,116003260.0,822718.1560283693,1656803.9157036797,7071798.0,11.0,1,0,0,0,3920,2840,1.6792804043570129,1.2166215174423256,0.0,4380.0,619.1032448377587,898.7591468807794,807768.0041018664,0,1,0,0,1,0,0,0,0.0,620.9349112426036,477.8520408163265,803.7464788732394,0,0,0,0,0,0,196,93659,142,114132,24576,24576,95,20,8744257.857142858,9320276.913196776,23656115.0,815021.0,6711507.428571427,331478.2241544972,7071798.0,6299019.0,1
6,119999520,10700,5548,14053615.0,575668.0,1460.0,0.0,1313.4219626168215,408.9810869388321,4077.0,0.0,103.76135544340308,325.3997289503715,121911.17931138392,135.4005416021664,7385.949406044224,102911.78479861088,7660684.0,-5.0,119999520.0,11215.956631460853,127492.26335594644,7702026.0,1.0,119999443.0,21633.214890932024,175583.39214093346,7660684.0,2.0,1,0,0,0,214000,110960,89.16702333476,46.233518267406396,0.0,4077.0,900.4080866514881,689.454432423255,475347.4143880728,0,1,0,0,1,0,0,0,0.0,900.4635032003937,1313.4219626168226,103.76135544340305,0,0,0,0,0,0,10700,14053615,5548,575668,16384,18693,9859,20,42870797.0,42589607.1162907,72986197.0,12755397.0,7134507.5,744125.9425020069,7660684.0,6608331.0,1
6,117868945,18,20,1126.0,4906.0,318.0,0.0,62.555555555555536,95.14089998351496,1448.0,0.0,245.3,452.2490115202604,51.17548137891622,0.3223919582889285,3185647.1621621624,13338357.829858508,58305694.0,4.0,117868945.0,6933467.352941178,19305267.87686685,58305694.0,28.0,117661000.0,6192684.210526316,18343547.82936674,58348846.0,57.0,0,0,0,0,380,408,0.15271198024212398,0.16967997804680446,0.0,1448.0,154.66666666666663,339.5377921243845,115285.91228070176,0,0,0,1,0,0,0,0,1.0,158.73684210526315,62.55555555555557,245.3,0,0,0,0,0,0,18,1126,20,4906,29200,16384,8,20,596047.5,455166.75637012423,917899.0,274196.0,58223832.5,115769.64353620511,58305694.0,58141971.0,0
6,18076483,4,2,1629.0,0.0,543.0,0.0,407.25,271.5,0.0,0.0,0.0,0.0,90.11708748875542,0.3319229741758947,3615296.6,7496186.515614242,16998905.0,28.0,18076319.0,6025439.666666668,9518723.513112687,16999107.0,28.0,16999069.0,16999069.0,0.0,16999069.0,16999069.0,1,0,0,0,80,40,0.22128198278392985,0.11064099139196493,0.0,543.0,310.2857142857143,290.24570871689286,84242.57142857142,0,1,0,0,1,0,0,0,0.0,362.0,407.25,0.0,0,0,0,0,0,0,4,1629,2,0,16384,16384,2,20,1077414.0,0.0,1077414.0,1077414.0,16998905.0,0.0,16998905.0,16998905.0,1
6,111660014,7,5,169.0,92.0,46.0,0.0,24.142857142857146,23.197906309468042,46.0,0.0,18.4,25.19523764523764,2.3374526891963314,0.107469089158452,10150910.363636363,22605949.89802755,58579963.0,12.0,111660014.0,18610002.33333333,28864329.85787221,58579963.0,18.0,111659567.0,27914891.75,32310785.41624408,58623986.0,2656.0,1,0,0,0,140,100,0.062690302009097,0.044778787149355,0.0,46.0,23.615384615384606,23.106775563091393,533.923076923077,0,1,0,0,1,0,0,0,0.0,25.58333333333333,24.142857142857146,18.4,0,0,0,0,0,0,7,169,5,92,254,16384,3,20,25098.0,31548.276149419005,47406.0,2790.0,55804725.0,3924779.218413184,58579963.0,53029487.0,0
6,3092,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.2457956015525,1546.0,2167.9893911179547,3079.0,13.0,3092.0,1546.0,2167.9893911179547,3079.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,970.2457956015525,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,69748493,44,60,4072.0,69690.0,1057.0,0.0,92.54545454545456,278.03675970328135,1460.0,0.0,1161.5000000000002,546.3482312870689,1057.5425622457537,1.491071642221718,677169.8349514563,6643303.596199865,67440610.0,3.0,69748493.0,1622057.976744186,10276799.261224072,67440732.0,10.0,69417041.0,1176560.0169491526,8781487.584793357,67481934.0,3.0,0,0,0,0,900,1208,0.6308380024784191,0.8602336397432989,0.0,1460.0,702.495238095238,696.4173721462628,484997.15622710617,0,0,0,1,0,0,0,0,1.0,709.25,92.54545454545456,1161.5,0,0,0,0,0,0,44,4072,60,69690,29200,16384,7,20,2307761.0,0.0,2307761.0,2307761.0,67440610.0,0.0,67440610.0,67440610.0,1
6,1099091,2,2,543.0,543.0,543.0,0.0,271.5,383.95898218429534,543.0,0.0,271.5,383.95898218429534,988.0892482970016,3.6393710802836163,366363.66666666657,633946.5512110097,1098382.0,39.0,1099091.0,1099091.0,0.0,1099091.0,1099091.0,1098382.0,1098382.0,0.0,1098382.0,1098382.0,1,0,0,0,40,40,1.8196855401418082,1.8196855401418082,0.0,543.0,325.8,297.41334872530524,88454.70000000003,0,1,0,0,1,0,0,0,1.0,407.25,271.5,271.5,0,0,0,0,0,0,2,543,2,543,1056,16384,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,207865,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.621629422942776,207865.0,0.0,207865.0,207865.0,207865.0,207865.0,0.0,207865.0,207865.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,9.621629422942776,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,1395,3,1,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,55197.13261648745,2867.3835125448027,465.0,672.9435340353602,1242.0,69.0,1395.0,697.5,867.6200205158937,1311.0,84.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,2150.537634408602,716.8458781362007,0.0,46.0,24.6,23.27659768952499,541.8,0,1,0,0,1,0,0,0,0.0,30.75,25.66666666666667,0.0,0,0,0,0,0,0,3,77,1,0,573,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,150562,3,0,31.0,0.0,31.0,0.0,10.333333333333334,17.8978583448784,0.0,0.0,0.0,0.0,205.89524581235642,19.925346368937713,75281.0,106445.02641269812,150549.0,13.0,150562.0,75281.0,106445.02641269812,150549.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,19.925346368937713,0.0,0.0,31.0,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,16384,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,564,3,1,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0.0,0.0,0.0,0.0,136524.82269503546,7092.198581560283,188.0,157.5214271139009,344.0,29.0,564.0,282.0,357.7960312803932,535.0,29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,5319.1489361702115,1773.0496453900707,0.0,46.0,24.6,23.27659768952499,541.8,0,1,0,0,1,0,0,0,0.0,30.75,25.66666666666667,0.0,0,0,0,0,0,0,3,77,1,0,18221,16384,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,109874507,4264,13420,25922.0,19008856.0,1135.0,0.0,6.079268292682941,81.16461005994383,1460.0,0.0,1416.4572280178788,183.8798671228468,173241.07765962492,160.94725230484994,6213.567098343039,216847.83177103297,10235595.0,-40.0,109874507.0,25773.987098287547,441115.44251935737,10235595.0,2.0,109871903.0,8187.7861986735425,248969.98831578172,10235859.0,0.0,0,0,0,0,85300,268408,38.80791019157883,122.1393421132711,0.0,1460.0,1076.32332485157,625.5338130766555,391292.5513022202,0,0,0,1,0,0,0,0,3.0,1076.3841890974893,6.079268292682928,1416.4572280178836,0,0,0,0,0,0,4264,25922,13420,19008856,29200,16384,25,20,873026.0833333333,2791150.779766929,9732037.0,16323.0,7898574.333333332,1751506.5865538488,10235595.0,5202110.0,0
17,599262,2,0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,166.87191912719314,3.3374383825438625,599262.0,0.0,599262.0,599262.0,599262.0,599262.0,0.0,599262.0,599262.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,3.3374383825438625,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,75.0,50.0,0.0,0,0,0,0,0,0,2,100,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,82218165,408,1642,148349.0,2046036.0,4380.0,0.0,363.60049019607817,720.7710924862947,1460.0,0.0,1246.0633373934206,479.3181281937712,26689.783212748658,24.93366277391377,40125.995607613484,429114.4614118893,14784585.0,-1.0,82217341.0,202008.20884520872,947308.9113480651,14784585.0,5.0,82218007.0,50102.380865325984,480247.6328649988,14829137.0,1.0,1,0,0,0,8160,32840,4.962407030125278,19.971255743788493,0.0,4380.0,1070.4251584592866,641.2430942952737,411192.7059813773,0,1,0,0,1,0,0,0,4.0,1070.9473170731708,363.6004901960785,1246.0633373934227,0,0,0,0,0,0,408,148349,1642,2046036,24576,16384,135,20,29388744.5,33511506.508588426,53084958.0,5692531.0,11719926.0,4334082.321848767,14784585.0,8655267.0,1
